record_id,source_type,date,reference_id,description,net_amount,vat_amount,gross_amount,counterparty_ref,country,category,vat_code
REC-00403,purchase,2025-03-12,15206,First Mortgage Corp /Ut/ Catalogue Jan2001 Media Buy - Traditional National Advertising SMAP,62.93,12.59,75.52,VENDOR-2344,United Kingdom,purchases,SR
REC-00404,purchase,2025-01-10,17826,Real Estate Lease/Rent Base Rent Colonial Trust I Jul2019 Store Management,85.36,0.0,85.36,VENDOR-1770,United Kingdom,purchases,EXEMPT
REC-00405,purchase,2025-03-31,22694,Base Rent Store Management Fidelity Management & Research Co/Ma/ 2004-Nov  Lease/Rent Real Estate,23.92,0.0,23.92,VENDOR-2304,United Kingdom,purchases,ZR
REC-00406,purchase,2025-03-20,15862,General Contractor General Requirements Final Site Clean Up American Pad & Paper Co Jun 2012 Store Construction,80.28,13.58,96.34,VENDOR-1191,United Kingdom,purchases,SR
REC-00407,purchase,2025-01-27,21758,Base Rent Store Management Esterline Technologies Corp Oct 2000 Lease/Rent Real Estate,76.6,15.32,91.92,VENDOR-2222,United Kingdom,purchases,SR
REC-00408,purchase,2025-03-17,18556,Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Texas New Mexico Power Co Feb 2019 Travel and Entertainment,17.63,3.53,21.16,VENDOR-1802,United Kingdom,purchases,SR
REC-00409,purchase,2025-01-10,20109,Advanced Clearing Inc                                   /Bd 2011Apr Store Management Real Estate Lease/Rent Base Rent,48.42,9.68,58.1,VENDOR-2351,United Kingdom,purchases,SR
REC-00410,purchase,2025-03-31,19834,Employee Wellness Retreat,38.49,7.7,46.19,VENDOR-2013,United Kingdom,purchases,SR
REC-00411,purchase,2025-02-28,16148,Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Brother Industries Ltd/Adr/ Feb2003 Travel and Entertainment,980.69,0.0,980.69,VENDOR-1513,United Kingdom,purchases,ZR
REC-00412,purchase,2025-02-27,22313,Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Camelot Corp Dec2012 Travel and Entertainment,37.33,0.0,37.33,VENDOR-1465,United Kingdom,purchases,ZR
REC-00413,purchase,2025-01-08,18220,Miscellaneous Company Car (Field Only) Jul2003 Travel and Entertainment Alza Corp Ground Transportation Miscellaneous Company Car (Field Only),65.7,13.14,78.84,VENDOR-1126,United Kingdom,purchases,SR
REC-00414,purchase,2025-03-21,19290,Travel and Entertainment Miscellaneous Company Car (Field Only) Ground Transportation Miscellaneous Company Car (Field Only) 2012Feb Metric Capital Corp                                     /Bd,31.0,#REF!,37.2,VENDOR-2416,United Kingdom,purchases,SR
REC-00415,purchase,2025-01-03,18396,Base Rent 2017-Jun  Store Management Cognitronics Corp Real Estate Lease/Rent,29.58,5.92,35.5,VENDOR-1758,United Kingdom,purchases,SR
REC-00416,purchase,2025-01-22,18986,Miscellaneous Company Car (Field Only) Ground Transportation Dec 2017 Metric Capital Corp                                     /Bd Travel and Entertainment Miscellaneous Company Car (Field Only),79.0,15.8,94.8,VENDOR-2416,United Kingdom,purchases,SR
REC-00417,purchase,2025-01-14,21991,Auto Fleet Repair and Maintenance 2019Nov Corporate Services Daly John J Other Corporate Services Auto Leasing and Maintenance,58.67,11.73,70.4,VENDOR-1944,United Kingdom,purchases,SR
REC-00418,purchase,2025-03-11,16542,Apr2005 California Real Estate Investment Trust Base Rent Lease/Rent Store Management Real Estate,36.21,7.24,43.45,VENDOR-1571,United Kingdom,purchases,SR
REC-00419,purchase,2025-01-17,16765,General Contractor Store Construction General Requirements Final Site Clean Up 2003Feb Chile Republic Of,17.1,0.0,17.1,VENDOR-1709,United Kingdom,purchases,ZR
REC-00420,purchase,2025-03-24,18324,Double Eagle Petroleum & Mining Co Prototype and Comp Production/Packaging Design 2019Apr Artworking/Typesetting Production SMAP,65.43,13.09,78.52,VENDOR-2064,United Kingdom,purchases,SR
REC-00421,purchase,2025-02-28,20123,Paid Social - Content Production with Influencer SMAP Diebold Inc Dec-2004 Media Buy - Social Digital Paid Media,23.94,4.79,28.73,VENDOR-2030,United Kingdom,purchases,SR
REC-00422,purchase,2025-01-03,15981,Base Rent Store Management Advance Ross Corp 2007Apr Lease/Rent Real Estate,86.22,17.24,103.46,VENDOR-1041,United Kingdom,purchases,SR
REC-00423,purchase,2025-01-01,19845,Final Site Clean Up Store Construction Colonial Trust Iii Aug 2018 General Requirements General Contractor,63.04,12.61,75.65,VENDOR-1771,United Kingdom,purchases,SR
REC-00424,purchase,2025-01-06,16390,Store Construction General Requirements Franklin Resources Inc General Contractor Final Site Clean Up Oct2016,VOID,11.99,71.94,VENDOR-2427,United Kingdom,purchases,SR
REC-00425,purchase,00/00/0000,16872,Store Construction Final Site Clean Up General Contractor General Requirements Sep-2003 Colonial Trust Iii,29.19,5.84,35.03,VENDOR-1771,United Kingdom,purchases,SR
REC-00426,purchase,2025-03-13,21894,SMAP Prototype and Comp Production/Packaging Design Production Artworking/Typesetting Feb2001 Becton Dickinson & Co,39.34,7.87,47.21,VENDOR-1400,United Kingdom,purchases,SR
REC-00427,purchase,2025-01-22,16155,Store Construction General Requirements Carolan & Co Inc                                        /Bd General Contractor Final Site Clean Up Nov-2010,26.42,5.28,37.88,VENDOR-1614,United Kingdom,purchases,SR
REC-00428,purchase,2025-03-18,19809,Store Construction Final Site Clean Up General Contractor General Requirements Dec2012 Colonial Trust Iii,14.4,2.88,17.28,VENDOR-1771,United Kingdom,purchases,SR
REC-00429,purchase,2025-01-06,16992,Miscellaneous Company Car (Field Only) Ground Transportation Oct 2011 Continental Insurance Co Travel and Entertainment Miscellaneous Company Car (Field Only),24.24,0.0,24.24,VENDOR-1859,United Kingdom,purchases,ZR
REC-00430,purchase,2025-03-13,22641,Miscellaneous Company Car (Field Only) Jan2006 Travel and Entertainment Fort Howard Corp Ground Transportation Miscellaneous Company Car (Field Only),90.76,0.0,90.76,VENDOR-2408,United Kingdom,purchases,ZR
REC-00431,purchase,2025-03-25,15615,Store Fixtures Sep 2010 Store Construction Impala Platinum Holdings Ltd/Adr/ Fixtures Store Fixtures,99.69,19.94,119.63,VENDOR-1438,United Kingdom,purchases,SR
REC-00432,purchase,2025-03-11,17973,Auto Leasing 2018Apr Corporate Services Butler Manufacturing Co Other Corporate Services Auto Leasing and Maintenance,80.44,16.09,96.53,VENDOR-1551,United Kingdom,purchases,SR
REC-00433,purchase,2025-03-04,15382,Corporate Services Auto Leasing Other Corporate Services Auto Leasing and Maintenance 2013Oct Corning Inc /Ny,42.59,8.52,51.11,VENDOR-1883,United Kingdom,purchases,SR
REC-00434,purchase,2025-03-17,22194,Other Corporate Services Corporate Services Auto Leasing and Maintenance Auto Leasing Sep 2016 Corning Inc /Ny,44.26,0.0,44.26,VENDOR-1883,United Kingdom,purchases,EXEMPT
REC-00435,purchase,2025-01-03,20724,Final Site Clean Up 2005Nov Store Construction Westford Group Inc General Contractor General Requirements,1.19,0.24,1.43,VENDOR-1799,United Kingdom,purchases,SR
REC-00436,purchase,2025-01-18,16486,Store Management Lease/Rent Datametrics Corp Real Estate Base Rent 2001Mar,8.61,1.72,10.33,VENDOR-1963,United Kingdom,purchases,SR
REC-00437,purchase,2025-01-12,18314,2009Nov Flightsafety International Inc Final Site Clean Up General Requirements Facility Construction General Contractor,20.74,4.15,24.89,VENDOR-2478,United Kingdom,purchases,SR
REC-00438,purchase,2025-02-14,20582,Metric Capital Corp                                     /Bd Miscellaneous Company Car (Field Only) Aug-2010 Miscellaneous Company Car (Field Only) Ground Transportation Travel and Entertainment,25.56,0.0,25.56,VENDOR-2416,United Kingdom,purchases,ZR
REC-00439,purchase,2025-03-08,15308,Jul-2008 Fortune National Corp Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Travel and Entertainment Ground Transportation,83.56,16.71,100.27,VENDOR-2513,United Kingdom,purchases,SR
REC-00440,purchase,2025-02-26,21671,Real Estate Lease/Rent Base Rent First National Of Nebraska Inc Jul-2016 Store Management,96.22,0.0,112.84,VENDOR-2349,United Kingdom,purchases,ZR
REC-00441,purchase,2025-03-18,17558,Corning Inc /Ny Auto Leasing 2013Apr Auto Leasing and Maintenance Other Corporate Services Corporate Services,78.82,15.76,94.58,VENDOR-1883,United Kingdom,purchases,SR
REC-00442,purchase,2025-01-14,22385,Ground Transportation Travel and Entertainment Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Oct 2019 Brother Industries Ltd/Adr/,3.47,0.0,3.47,VENDOR-1513,United Kingdom,purchases,EXEMPT
REC-00443,purchase,2025-03-07,18715,Ground Transportation Travel and Entertainment Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Jun 2013 Brother Industries Ltd/Adr/,93.61,18.72,112.33,,United Kingdom,purchases,SR
REC-00444,purchase,2025-01-17,16579,Ground Transportation Travel and Entertainment Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Nov2007 Chyron Corp,18.56,0.0,18.56,VENDOR-1717,United Kingdom,purchases,EXEMPT
REC-00445,purchase,2025-01-24,16256,Real Estate Lease/Rent Base Rent Fluke Corp 2012-Jan  Store Management,11.7,0.0,11.7,VENDOR-2491,United Kingdom,purchases,ZR
REC-00446,purchase,2025-03-05,15191,Akzo Nobel Nv Miscellaneous Company Car (Field Only) 2006-Jun  Miscellaneous Company Car (Field Only) Ground Transportation Travel and Entertainment,5.74,1.15,6.89,VENDOR-1066,United Kingdom,purchases,SR
REC-00447,purchase,2025-03-29,20918,Other Corporate Services Corporate Services Auto Leasing and Maintenance Auto Leasing 2010Oct Butler Manufacturing Co,66.31,13.26,79.57,VENDOR-1551,United Kingdom,purchases,SR
REC-00448,purchase,2025-02-25,19657,Ground Transportation Travel and Entertainment Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Jan-2007 Fortune National Corp,65.48,13.1,78.58,VENDOR-2513,United Kingdom,purchases,SR
REC-00449,purchase,2025-01-06,18492,,3.47,0.0,3.47,VENDOR-1955,United Kingdom,purchases,ZR
REC-00450,purchase,2025-02-25,19501,American Pad & Paper Co Nov2018 Store Construction General Contractor General Requirements Final Site Clean Up,82.19,16.44,98.63,VENDOR-1191,United Kingdom,purchases,SR
REC-00451,purchase,2025-01-03,19323,Corporate Services Contingent Labor/Temp Labor Human Resources Contingent Labor/Temp Labor Apr-2013 Avon Products Inc,80.37,0.0,80.37,VENDOR-1330,United Kingdom,purchases,ZR
REC-00452,purchase,2025-03-20,19717,Base Rent Aug-2000 Store Management First West Virginia Bancorp Inc Real Estate Lease/Rent,16.24,5.06,19.49,VENDOR-2364,United Kingdom,purchases,SR
REC-00453,purchase,2025-03-05,16374,,GBPerr,6.71,40.28,VENDOR-1873,United Kingdom,purchases,SR
REC-00454,purchase,2025-01-16,19149,Store Construction General Requirements Colonial Trust Iii General Contractor Final Site Clean Up 2008Nov,42.14,8.43,41.78,VENDOR-1771,United Kingdom,purchases,SR
REC-00455,purchase,2025-01-08,17737,Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Brother Industries Ltd/Adr/ 2011-Nov  Travel and Entertainment,52.96,10.59,63.55,VENDOR-1513,United Kingdom,purchases,SR
REC-00456,purchase,2025-01-16,19455,2000-Nov  Metric Capital Corp                                     /Bd Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Travel and Entertainment Ground Transportation,74.04,14.81,88.85,VENDOR-2416,United Kingdom,purchases,SR
REC-00457,purchase,2025-03-29,16852,Alpha Industries Inc 2018Aug Corporate Services Human Resources Contingent Labor/Temp Labor Contingent Labor/Temp Labor,89.24,0.0,89.24,VENDOR-1117,United Kingdom,purchases,ZR
REC-00458,purchase,2025-02-11,19883,Ground Transportation Travel and Entertainment Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) 2007May Consolidated Edison Co Of New York Inc,94.04,18.81,112.85,VENDOR-1840,United Kingdom,purchases,SR
REC-00459,purchase,2025-03-12,20411,Other Corporate Services Auto Leasing and Maintenance Auto Leasing Butler Manufacturing Co Jun2001 Corporate Services,47.97,9.59,57.56,VENDOR-1551,United Kingdom,purchases,SR
REC-00460,purchase,2025-02-26,19279,Corning Inc /Ny Auto Fleet Repair and Maintenance 2009-Aug  Auto Leasing and Maintenance Other Corporate Services Corporate Services,94.24,18.85,113.09,VENDOR-1883,United Kingdom,purchases,SR
REC-00461,purchase,2025-02-20,21232,SMAP Artworking/Typesetting Aquila Distributors Inc                                 /Bd Production Prototype and Comp Production/Packaging Design 2006-Apr,85.21,17.04,102.25,VENDOR-2120,United Kingdom,purchases,SR
REC-00462,purchase,2025-01-14,18292,Real Estate Store Management Lease/Rent Base Rent Sep 2007 East Coast Electric Co,53.18,13.32,45.3,VENDOR-2119,United Kingdom,purchases,SR
REC-00463,purchase,2025-03-26,19186,Final Site Clean Up Facility Construction Flightsafety International Inc Dec-2008 General Requirements General Contractor,44.46,8.89,53.35,VENDOR-2478,United Kingdom,purchases,SR
REC-00464,purchase,2025-01-28,22621,Miscellaneous Company Car (Field Only) Travel and Entertainment Akzo Nobel Nv Dec 2015 Miscellaneous Company Car (Field Only) Ground Transportation,93.01,18.6,111.61,VENDOR-1066,United Kingdom,purchases,SR
REC-00465,purchase,2025-02-21,21514,Daly John J Auto Fleet Repair and Maintenance 2001Sep Auto Leasing and Maintenance Other Corporate Services Corporate Services,48.48,9.7,58.18,VENDOR-1944,United Kingdom,purchases,SR
REC-00466,purchase,2025-03-04,21128,Base Rent 2000-Dec  Store Management Federated Purchaser Inc Real Estate Lease/Rent,75.85,15.17,91.02,VENDOR-2286,United Kingdom,purchases,SR
REC-00467,purchase,2025-02-27,18915,Travel and Entertainment Miscellaneous Company Car (Field Only) Ground Transportation Miscellaneous Company Car (Field Only) Feb2002 Brother Industries Ltd/Adr/,54.05,10.81,64.86,VENDOR-1513,United Kingdom,purchases,SR
REC-00468,purchase,2025-03-26,16297,May-2006 Akorn Inc Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Travel and Entertainment Ground Transportation,3.42,0.68,4.1,VENDOR-1065,United Kingdom,purchases,SR
REC-00469,purchase,2025-01-14,15577,Miscellaneous Company Car (Field Only) Ground Transportation Sep2013 Akzo Nobel Nv Travel and Entertainment Miscellaneous Company Car (Field Only),30.45,6.09,36.54,VENDOR-1066,United Kingdom,purchases,SR
REC-00470,purchase,2025-02-14,21621,Artworking/Typesetting Production 2008Nov Champion Parts Inc SMAP Prototype and Comp Production/Packaging Design,94.72,18.94,113.66,VENDOR-1676,United Kingdom,purchases,SR
REC-00471,purchase,2025-02-05,21028,Miscellaneous Company Car (Field Only) Ground Transportation 2016-Nov  Brother Industries Ltd/Adr/ Travel and Entertainment Miscellaneous Company Car (Field Only),30.61,6.12,36.73,VENDOR-1513,United Kingdom,purchases,SR
REC-00472,purchase,2025-02-12,16394,Miscellaneous Company Car (Field Only) Travel and Entertainment Fox Pitt Kelton Inc                                     /Bd 2014Aug Miscellaneous Company Car (Field Only) Ground Transportation,90.38,18.08,108.46,VENDOR-2417,United Kingdom,purchases,SR
REC-00473,purchase,2025-01-10,18766,SMAP Other Agency Production Agency Fees & Commissions 3 Nov2002 Coca Cola Co,54.29,10.86,65.15,VENDOR-1756,United Kingdom,purchases,SR
REC-00474,purchase,2025-01-13,15211,Store Construction Final Site Clean Up General Contractor General Requirements 2005Sep Ferguson Enterprises Inc,??,0.28,1.66,VENDOR-2288,United Kingdom,purchases,SR
REC-00475,purchase,2025-01-25,21779,Corporate Services Contingent Labor/Temp Labor Energy Corp Of America Human Resources Contingent Labor/Temp Labor Mar 2011,25.78,5.16,30.94,VENDOR-2190,United Kingdom,purchases,SR
REC-00476,purchase,2025-01-28,16449,Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Texas New Mexico Power Co 2005-Oct  Travel and Entertainment,40.44,0.0,40.44,VENDOR-1802,United Kingdom,purchases,EXEMPT
REC-00477,purchase,2025-02-07,18918,Base Rent Aug-2000 Store Management Albert Fried & Co Llc Real Estate Lease/Rent,27.48,6.19,32.98,VENDOR-2544,United Kingdom,purchases,SR
REC-00478,purchase,2025-02-25,19240,Miscellaneous Company Car (Field Only) Travel and Entertainment Cooper Laboratories Inc Stockholders Liquidating Trust 2013-Jan  Miscellaneous Company Car (Field Only) Ground Transportation,86.69,22.94,104.03,VENDOR-1873,United Kingdom,purchases,SR
REC-00479,purchase,2025-02-26,17020,General Contractor General Requirements Final Site Clean Up Colonial Trust Iii Feb-2004 Store Construction,51.17,0.0,51.17,VENDOR-1771,United Kingdom,purchases,ZR
REC-00480,purchase,2025-02-06,22997,Corporate Services Auto Leasing Other Corporate Services Auto Leasing and Maintenance 2012-May  Corning Inc /Ny,44.14,0.0,44.14,VENDOR-1883,United Kingdom,purchases,ZR
REC-00481,purchase,2025-02-06,17684,Texas New Mexico Power Co Nov-2009 Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),54.52,10.9,65.42,VENDOR-1802,United Kingdom,purchases,SR
REC-00482,purchase,2025-01-20,19996,Team Building Away Day,83.74,16.75,100.49,,United Kingdom,purchases,SR
REC-00483,purchase,2025-02-21,20097,Jan2016 Acme Electric Corp Employee Stock Purchase Plan Search Agency Agency Fees & Commissions 3 SMAP Production,63.04,12.61,75.65,VENDOR-1028,United Kingdom,purchases,SR
REC-00484,purchase,2025-01-29,20058,Store Construction General Requirements Allied Capital Corp/Old General Contractor Final Site Clean Up May 2001,37.35,0.0,37.35,VENDOR-1104,United Kingdom,purchases,ZR
REC-00485,purchase,2025-01-03,18839,Prototype and Comp Production/Packaging Design SMAP Electro Catheter Corp Apr 2009 Artworking/Typesetting Production,40.8,0.0,40.8,VENDOR-2160,United Kingdom,purchases,ZR
REC-00486,purchase,2025-02-06,18267,Deposit Guaranty Corp Oct 2017 Store Construction General Contractor General Requirements Final Site Clean Up,47.77,0.0,47.77,VENDOR-2005,United Kingdom,purchases,EXEMPT
REC-00487,purchase,2025-02-12,21776,Store Management Base Rent Real Estate Lease/Rent Dec2006 Fort Howard Corp,36.23,7.25,43.48,VENDOR-2512,United Kingdom,purchases,SR
REC-00488,purchase,2025-01-21,17171,Real Estate Store Management Lease/Rent Base Rent Sep 2001 Continental Casualty Co,38.83,7.77,46.6,VENDOR-1852,United Kingdom,purchases,SR
REC-00489,purchase,2025-02-20,22090,Base Rent Store Management Cna Income Shares Inc Aug2019 Lease/Rent Real Estate,41.73,8.35,50.08,VENDOR-1746,United Kingdom,purchases,SR
REC-00490,purchase,2025-02-20,22024,Real Estate Lease/Rent Base Rent Florida Rock Industries Inc 2018Feb Store Management,39.2,7.84,47.04,VENDOR-2486,United Kingdom,purchases,SR
REC-00491,purchase,2025-03-04,18482,Corporate Services Auto Leasing and Maintenance Corning Inc /Ny Other Corporate Services Auto Leasing Sep2016,9.73,1.95,11.68,VENDOR-1883,United Kingdom,purchases,SR
REC-00492,purchase,2025-02-27,19319,Alabama Power Co Freight Forwarders Services Other 2006Sep Transportation Services Logistics Supply Chain,34.48,6.9,41.38,VENDOR-1069,United Kingdom,purchases,SR
REC-00493,purchase,2025-02-27,18975,Metric Capital Corp                                     /Bd 2018-Aug  Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),91.72,30.48,110.06,VENDOR-2416,United Kingdom,purchases,SR
REC-00494,purchase,2025-01-29,15669,Ground Transportation Travel and Entertainment Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Jan 2019 Fortune National Corp,82.54,16.51,99.05,VENDOR-2513,United Kingdom,purchases,SR
REC-00495,purchase,2025-03-12,17765,Travel and Entertainment Miscellaneous Company Car (Field Only) Ground Transportation Miscellaneous Company Car (Field Only) 2000Aug Daly John J,33.07,6.61,39.68,VENDOR-1944,United Kingdom,purchases,SR
REC-00496,purchase,2025-02-19,15844,Jul2004 Franklin Resources Inc Final Site Clean Up General Requirements Store Construction General Contractor,48.26,9.65,57.91,VENDOR-2427,United Kingdom,purchases,SR
REC-00497,purchase,2025-02-07,22164,Acme Cleveland Corp Base Rent Jul2004 Lease/Rent Real Estate Store Management,38.96,6.7,46.75,VENDOR-1026,United Kingdom,purchases,SR
REC-00498,purchase,2025-02-26,18102,Director's Gym Membership,90.83,18.17,109.0,VENDOR-1191,United Kingdom,purchases,SR
REC-00499,purchase,2025-02-02,22008,Store Fixtures Oct2004 Store Construction Durco International Inc Fixtures Store Fixtures,85.99,17.2,103.19,VENDOR-2096,United Kingdom,purchases,SR
REC-00500,purchase,2025-02-15,22863,General Requirements General Contractor 2015-Jul  Flightsafety International Inc Facility Construction Final Site Clean Up,46.4,9.28,55.68,VENDOR-2478,United Kingdom,purchases,SR
REC-00501,purchase,2025-03-07,22435,"Events and Promotions SMAP Trade Show Expenses Talent, Artists & Models for Trade Show Apr-2006 Albert Fried & Co Llc",74.04,14.81,88.85,VENDOR-2440,United Kingdom,purchases,SR
REC-00502,purchase,Jan 2025,20370,Real Estate Lease/Rent Base Rent Bowmar Instrument Corp Mar2013 Store Management,46.37,9.27,55.64,VENDOR-1486,United Kingdom,purchases,SR
REC-00503,purchase,2025-03-24,20883,Caterpillar Tractor Co Restricted Stock Base Rent Jun2002 Lease/Rent Real Estate Store Management,84.91,16.98,101.89,VENDOR-1631,United Kingdom,purchases,SR
REC-00504,purchase,2025-02-14,16710,Corporate Services Auto Leasing Other Corporate Services Auto Leasing and Maintenance Apr-2017 Corning Inc /Ny,77.8,15.56,93.36,VENDOR-1883,United Kingdom,purchases,SR
REC-00505,purchase,2025-02-17,15436,Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Fortune National Corp 2018-Nov  Travel and Entertainment,40.05,8.01,48.06,VENDOR-2513,United Kingdom,purchases,SR
REC-00506,purchase,2025-03-13,22534,Ground Transportation Travel and Entertainment Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) 2019-Aug  Air Products & Chemicals Inc /De/,75.57,15.11,90.68,,United Kingdom,purchases,SR
REC-00507,purchase,2025-01-29,16320,Magazines SMAP Consolidated Tomoka Land Co Jul2000 Media Buy - Traditional National Advertising,12.72,2.54,15.26,VENDOR-1848,United Kingdom,purchases,SR
REC-00508,purchase,2025-03-17,21083,Bancwest Corp/Hi Base Rent Apr2003 Lease/Rent Real Estate Store Management,80.46,16.09,96.55,VENDOR-2333,United Kingdom,purchases,SR
REC-00509,purchase,2025-02-13,15499,Human Resources Contingent Labor/Temp Labor Contingent Labor/Temp Labor Badger Paper Mills Inc Feb-2010 Corporate Services,11.7,2.34,14.04,VENDOR-1338,United Kingdom,purchases,SR
REC-00510,purchase,2025-01-10,20016,Facility Construction General Requirements Athey Products Corp General Contractor Final Site Clean Up Apr-2016,17.44,3.49,20.93,VENDOR-1298,United Kingdom,purchases,SR
REC-00511,purchase,2025-01-07,18425,General Contractor Store Construction General Requirements Final Site Clean Up Feb-2011 First Florida Investment Brokers Inc                    /Bd,VOID,7.47,44.83,VENDOR-2330,United Kingdom,purchases,SR
REC-00512,purchase,2025-03-17,22972,SMAP Media Buy - Traditional Dr Pepper Co National Advertising Catalogue Nov-2019,9.47,1.89,11.36,VENDOR-2047,United Kingdom,purchases,SR
REC-00513,purchase,2025-01-06,22687,2014-Apr  Dow Jones & Co Inc Public Relations Agency Agency Fees & Commissions SMAP Events and Promotions,98.47,0.0,98.47,,United Kingdom,purchases,ZR
REC-00514,purchase,2025-01-26,22760,Sep 2014 Dravo Corp Final Site Clean Up General Requirements Store Construction General Contractor,97.32,19.46,116.78,VENDOR-2076,United Kingdom,purchases,SR
REC-00515,purchase,2025-01-30,17413,American Pad & Paper Co 2010-Oct  Store Construction General Contractor General Requirements Final Site Clean Up,14.8,0.0,14.8,VENDOR-1191,United Kingdom,purchases,ZR
REC-00516,purchase,2025-01-16,17392,General Contractor General Requirements Final Site Clean Up Ealing Corp 2000Feb Store Construction,84.54,0.0,84.54,VENDOR-2116,United Kingdom,purchases,ZR
REC-00517,purchase,2025-01-29,22135,General Contractor Store Construction General Requirements Final Site Clean Up Jul2019 American Home Assurance Co,57.45,11.49,68.94,VENDOR-1176,United Kingdom,purchases,SR
REC-00518,purchase,2025-03-07,16450,Real Estate Lease/Rent Base Rent Farrel Corp Sep 2017 Store Management,89.17,17.83,107.0,VENDOR-2268,United Kingdom,purchases,SR
REC-00519,purchase,2025-01-02,19421,"Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show Dawson John & Associates Inc  /Il/ 2012Oct SMAP",52.83,10.57,63.4,VENDOR-1978,United Kingdom,purchases,SR
REC-00520,purchase,01-2025,16150,Supply Chain Freight Forwarders Services Other Logistics Transportation Services 2006Feb Alabama Power Co,39.49,13.36,47.39,VENDOR-1069,United Kingdom,purchases,SR
REC-00521,purchase,00/00/0000,21668,General Contractor General Requirements Final Site Clean Up Erly Industries Inc 2008-May  Store Construction,50.32,0.0,50.32,VENDOR-2117,United Kingdom,purchases,EXEMPT
REC-00522,purchase,2025-02-03,16110,Daly John J Auto Fleet Repair and Maintenance 2014-Nov  Auto Leasing and Maintenance Other Corporate Services Corporate Services,15.55,3.11,18.66,VENDOR-1944,United Kingdom,purchases,SR
REC-00523,purchase,2025-01-14,18307,Outdoor/Out of Home Jan-2014 SMAP Chem Nut Inc National Advertising Media Buy - Traditional,64.48,12.9,77.38,VENDOR-1690,United Kingdom,purchases,SR
REC-00524,purchase,2025-02-24,20920,Fortune Natural Resources Corp Miscellaneous Company Car (Field Only) 2008-Oct  Miscellaneous Company Car (Field Only) Ground Transportation Travel and Entertainment,89.03,0.0,89.03,VENDOR-2514,United Kingdom,purchases,ZR
REC-00525,purchase,2025-01-10,18474,Executive Dining - Board Dinner,88.18,17.64,105.82,VENDOR-1223,United Kingdom,purchases,SR
REC-00526,purchase,2025-02-03,16241,Store Construction General Requirements Westford Group Inc General Contractor Final Site Clean Up Oct 2017,21.39,0.0,21.39,VENDOR-1799,United Kingdom,purchases,ZR
REC-00527,purchase,2025-03-27,18545,Base Rent Store Management Allegheny Energy Inc 2017May Lease/Rent Real Estate,??,0.0,44.82,VENDOR-1098,United Kingdom,purchases,EXEMPT
REC-00528,purchase,2025-03-31,22906,Lease/Rent Real Estate Jul-2015 Allegheny Energy Inc Store Management Base Rent,6.94,1.39,8.33,VENDOR-1098,United Kingdom,purchases,SR
REC-00529,purchase,2025-03-11,16071,Digital Paid Media SMAP Media Buy - Social Paid Social - Content Production with Influencer Feb2004 Advantage Capital Corp                                  /Bd,86.93,17.39,104.32,VENDOR-1169,United Kingdom,purchases,SR
REC-00530,purchase,2025-01-28,22052,2006Mar Electro Catheter Corp Prototype and Comp Production/Packaging Design Artworking/Typesetting SMAP Production,52.88,10.58,63.46,VENDOR-2160,United Kingdom,purchases,SR
REC-00531,purchase,2025-03-03,22061,Ground Transportation Travel and Entertainment Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) 2001-Jul  Fort Howard Corp,824.61,164.92,989.53,VENDOR-2408,United Kingdom,purchases,SR
REC-00532,purchase,,21116,Store Management Lease/Rent First Union Corp Real Estate Base Rent 2000-Dec,85.33,17.07,102.4,VENDOR-2464,United Kingdom,purchases,SR
REC-00533,purchase,2025-02-04,19268,Champion Parts Inc Prototype and Comp Production/Packaging Design Dec 2000 Artworking/Typesetting Production SMAP,23.31,4.66,27.97,VENDOR-1676,United Kingdom,purchases,SR
REC-00534,purchase,2025-02-27,21170,Other Corporate Services Auto Leasing and Maintenance Auto Leasing Corning Inc /Ny 2007-Mar  Corporate Services,23.25,4.65,27.9,VENDOR-1883,United Kingdom,purchases,SR
